conv:chats_1126_306:aug_0:chat_0:chataug_0| philip sandy| [person:philip m 0-0][person:sandy f 1-1]
tyler| Oh Share it with me my sweetheart and I will see if I can help you regarding that| [person:tyler m 4-4][person:tyler m 5-5][person:tyler m 8-8][person:tyler m 12-12][person:helen f 15-15]
helen| I had noticed that one of my students Mason seems a little withdrawn from the other students| [person:helen f 0-0][person:helen f 6-6][person:mason m 8-8]
tyler| Oh I see I think you have to get him close to the students those who have any common interests| [person:tyler m 1-1][person:tyler m 3-3][person:helen f 5-5][person:mason m 9-9]
helen| Yeah that s a great idea My student Betty has similar interests as that of Mason| [person:helen f 6-6][person:betty f 8-8][person:mason m 15-15]
tyler| Then go with the idea and make them together| [person:them g(mason:betty) 7-7]
helen| What do you think of giving them a project where both of them has to work together| [person:tyler m 2-2][person:them g(mason:betty) 6-6][person:them g(mason:betty) 12-12]
tyler| That s good Also make them play together That can help Mason to come over| [person:them g(mason:betty) 5-5][person:mason m 11-11]
helen| Okay I will be in that process Bye see you tonight| [person:helen f 1-1][person:tyler m 9-9]
tyler| Bye take care and reach home safe| [location:home s 5-5]

conv:chats_1127_143:aug_0:chat_0:chataug_0| frank nathan| [person:frank m 0-0][person:nathan m 1-1]
nathan| Hello I want to talk to you about our football coach Jeremy| [person:nathan m 1-1][person:frank m 6-6][person:our g(nathan:frank) 8-8][person:jeremy m 11-11]
frank| What else is there to discuss I am really upset| [person:frank m 6-6]
nathan| All those days he used to appreciated us but now he made us second string| [person:jeremy m 3-3][person:our g(nathan:frank) 7-7][person:nathan m 10-10][person:our g(nathan:frank) 12-12]
frank| Today I am feeling betrayed by him| [person:frank m 1-1][person:jeremy m 6-6]
nathan| I think discussing with him regarding this was not at all a good idea| [person:nathan m 0-0][person:nathan m 4-4]
frank| May be you are right but I couldn t control myself questioning him regarding his decision| [person:nathan m 2-2][person:frank m 6-6][person:frank m 10-10][person:jeremy m 12-12][person:jeremy m 14-14]
nathan| Already he threw us to the second string now he have a chance to complain against us| [person:jeremy m 1-1][person:our g(nathan:frank) 3-3][person:frank m 9-9][person:our g(nathan:frank) 16-16]
frank| eah now he got a chance to complain as well as to take decision against us| [person:jeremy m 2-2][person:our g(nathan:frank) 15-15]
nathan| All we can do now is wait| [person:our g(nathan:frank) 1-1]
frank| Right we have to wait for our next surprise from him| [person:our g(nathan:frank) 1-1][person:our g(nathan:frank) 6-6][person:jeremy m 10-10]

conv:chats_1127_144:aug_0:chat_0:chataug_0| grace vincent| [person:grace f 0-0][person:vincent m 1-1]
grace| Hey Vincent where are you I m at the nurse office now| [person:vincent m 1-1][person:vincent m 4-4][person:grace f 5-5][location:office s 10-10]
vincent| What happened Grace You were alright in the morning| [person:grace f 2-2][person:grace f 3-3]
grace| I cut my fingers while chopping the onions in the morning I m waiting for the nurse to come and check I m really worried about the meeting this afternoon| [person:grace f 0-0][person:grace f 2-2][person:grace f 11-11][person:grace f 21-21]
vincent| Hope everything is alright with you Let me know the updates about what is going on| [person:grace f 5-5][person:vincent m 7-7]
grace| The nurse has just come and prescribed some medicines to me I am really worried about Charles| [person:grace f 10-10][person:grace f 11-11][person:charles m 16-16]
vincent| How much time will you take to complete all your formalities| [person:grace f 4-4][person:grace f 9-9]
grace| Maybe it will take an hour Can you ask Charles If he can re schedule our meeting I m really worried about him| [person:vincent m 7-7][person:charles m 9-9][person:charles m 11-11][person:our g(grace:vincent:charles) 15-15][person:grace f 17-17][person:charles m 22-22]
vincent| Sure I will ask him and don t worry he is a sweet person and he would understand your problem| [person:vincent m 1-1][person:charles m 4-4][person:charles m 9-9][person:charles m 15-15][person:grace f 18-18]
grace| I m really hoping he will Thank you so much Vincent I will see you soon| [person:grace f 0-0][person:charles m 4-4][person:vincent m 7-7][person:vincent m 10-10][person:grace f 11-11][person:vincent m 14-14]
vincent| Charles is okay with your request So take your time See you soon| [person:charles m 0-0][person:grace f 4-4][person:grace f 8-8][person:grace f 11-11]

conv:chats_1127_146:aug_0:chat_0:chataug_0| adam pablo| [person:adam m 0-0][person:pablo m 1-1]
pablo| Hey Adam how are you doing I m badly missing my school days and want to go back to those memories once again| [person:adam m 1-1][person:adam m 4-4][person:pablo m 6-6][person:pablo m 10-10][location:school s 11-11]
adam| Hey Pablo I m doing great mate What about you Yes even I m missing our school| [person:pablo m 1-1][person:adam m 2-2][person:pablo m 9-9][person:adam m 12-12][person:our g(pablo:adam) 15-15][location:school s 16-16]
pablo| I just want to go back to school shopping days I have cherished every moment of it and now I wanted all of us to go once again What do you say| [person:pablo m 0-0][location:school s 7-7][person:pablo m 10-10][person:pablo m 19-19][person:our g(pablo:adam) 23-23][person:adam m 30-30]
adam| I m always up for it bro Can t forget the madness in those days When are you planning| [person:adam m 0-0][person:pablo m 17-17]
pablo| I m planning for tonight I also want to call Donna and Larry to join us for the shopping What do you say| [person:pablo m 0-0][person:pablo m 5-5][person:donna f 10-10][person:larry m 12-12][person:our g(pablo:adam) 15-15][person:adam m 21-21]
adam| That s great I m really excited to see both Larry and Donna in the mix Been a long time since I met them| [person:adam m 3-3][person:larry m 10-10][person:donna f 12-12][person:adam m 21-21][person:them g(larry:donna) 23-23]
pablo| Suggest me some good places to go for shopping I have few in my list not sure whether Larry and Donna would like it or not| [person:pablo m 1-1][location:places g() 4-4][person:pablo m 9-9][person:pablo m 13-13][person:larry m 18-18][person:donna f 20-20]
adam| We can go to Koti bazar for some really cool collection Also you got Begum Bazar where you get all the stationary| [person:we g(pablo:adam:larry:donna) 0-0][location:koti_bazar s 4-5][person:pablo m 12-12][location:begum_bazar s 14-15][person:pablo m 17-17]
pablo| Don t you think Koti will be too crowded How about Charminar and Dulpet These are my suggestions and I think Larry and Donna would agree to this| [person:adam m 2-2][location:charminar s 11-11][location:dulpet s 13-13][person:pablo m 16-16][person:pablo m 19-19][person:larry m 21-21][person:donna f 23-23]
adam| Okay let s go to Dulpet Try reaching to my place in an hour I will be ready with cab See you soon| [location:dulpet s 5-5][person:adam m 9-9][location:dulpet s 10-10][person:adam m 14-14][person:pablo m 21-21]

conv:chats_1127_148:aug_0:chat_0:chataug_0| anne ollie| [person:anne f 0-0][person:ollie m 1-1]
ollie| Hey Anne Guess what I just heard| [person:anne f 1-1][person:ollie m 4-4]
anne| What did you hear Ollie| [person:ollie m 2-2][person:ollie m 4-4]
ollie| I m at a chicken wings bar and I overheard the waiters say that there is a deal if your table can finish 200 wings your food will be free| [person:ollie m 0-0][location:bar s 6-6][person:ollie m 8-8][location:bar s 14-14][person:your u 19-19][person:your u 25-25]
anne| Don t you think 200 wings are a lot| [person:ollie m 2-2]
ollie| Not at all if you have the right people with you| [person:your u 4-4][person:your u 10-10]
anne| So do you want to try it| [person:ollie m 2-2]
ollie| Yes Do you know who else we can invite| [person:anne f 2-2][person:we g(ollie:anne) 6-6]
anne| I know exactly who can help us Emily David and Steven| [person:anne f 0-0][person:we g(ollie:anne) 6-6][person:emily f 7-7][person:david m 8-8][person:steven m 10-10]
ollie| We can only invite two more people Let s ask Emily and Steven| [person:we g(ollie:anne) 0-0][person:emily f 10-10][person:steven m 12-12]
anne| Alright I ll come there with them in half an hour| [person:anne f 1-1][location:bar s 4-4][person:them g(emily:steven) 6-6]

conv:chats_1127_150:aug_0:chat_0:chataug_0| alexis natalie| [person:alexis f 0-0][person:natalie f 1-1]
natalie| Alexis did you find the new groomer for our poodle| [person:alexis f 0-0][person:alexis f 2-2][person:natalie___alexis g(natalie:alexis) 8-8]
alexis| Yeah Natalie her name is Julie| [person:natalie f 1-1][person:julie f 2-2][person:julie f 5-5]
natalie| Nice so what do you think which style would be better for our poodle| [person:alexis f 4-4][person:natalie___alexis g(natalie:alexis) 12-12]
alexis| I don t know but I spoke with Julie and she suggested a variation that might be good| [person:alexis f 0-0][person:alexis f 5-5][person:julie f 8-8][person:julie f 10-10]
natalie| That s great when do we have the appointment with the groomer| [person:natalie___alexis g(natalie:alexis) 5-5]
alexis| This Saturday and I m afraid I can t come with you on that day| [person:alexis f 3-3][person:alexis f 6-6][person:natalie f 11-11]
natalie| Why can t you come with me| [person:alexis f 3-3][person:natalie f 6-6]
alexis| I m stuck with work Natalie that s the reason I cannot come with you| [person:alexis f 0-0][person:natalie f 5-5][person:alexis f 10-10][person:natalie f 14-14]
natalie| Okay fine I ll take the poodle to the groomer on Saturday then| [person:natalie f 2-2]
alexis| Please do it and take care of our poodle| [person:natalie___alexis g(natalie:alexis) 7-7]

conv:chats_1127_151:aug_0:chat_0:chataug_0| joshua paula| [person:joshua m 0-0][person:paula f 1-1]
paula| Joshu I am bored What shall we do now| [person:paula f 1-1][person:paula_and_joshua g(paula:joshua) 6-6]
joshua| Any thing which you like doing I am ready fot it| [person:paula f 3-3][person:joshua m 6-6]
paula| Joshu shall we play basket ball for a while| [person:paula_and_joshua g(paula:joshua) 2-2]
joshua| Oh yeah sure we are even done with our home work We are free now Common lets go| [person:paula_and_joshua g(paula:joshua) 3-3][person:paula_and_joshua g(paula:joshua) 8-8][location:home s 9-9][person:paula_and_joshua g(paula:joshua) 11-11]
paula| Match is super intresting let us continue playing| [person:paula_and_joshua g(paula:joshua) 5-5]
joshua| Sure bro and wait for my victory because any way you gonna loose it| [person:joshua m 5-5][person:paula f 10-10]
paula| You cant decide yourself Lets first finish the match and then we will decide whose the winner and who is the looser| [person:joshua m 0-0][person:joshua m 3-3][person:paula_and_joshua g(paula:joshua) 11-11]
joshua| Okay I will get our dad Gerald and ask him to play my side| [person:joshua m 1-1][person:paula_and_joshua g(paula:joshua) 4-4][person:gerald m 5-5][person:gerald m 6-6][person:gerald m 9-9][person:joshua m 12-12]
paula| Okay then I will get mom Danielle and ask her to play my side| [person:paula f 2-2][person:danielle f 5-5][person:danielle f 6-6][person:danielle f 9-9][person:paula f 12-12]
joshua| You cant do that If you do it so I am going to loose the match cause mom plays better than dad| [person:paula f 0-0][person:paula f 5-5][person:joshua m 9-9][person:danielle f 17-17][person:gerald m 21-21]

conv:chats_1127_152:aug_0:chat_0:chataug_0| michael tommy| [person:michael m 0-0][person:tommy m 1-1]
tommy| Hey Micheal Are you busy right now I came for fruit shopping with Maddison and not sure what to buy| [person:michael m 3-3][person:tommy m 7-7][person:maddison f 13-13]
michael| Hey Tommy you only messages me when you need some help Just kidding where are you guys now| [person:tommy m 1-1][person:tommy m 2-2][person:michael m 5-5][person:tommy m 7-7][person:tommy m 15-15]
tommy| We are in the fruit market looking to buy some fruits| [person:we g(tommy:maddison) 0-0]
michael| Since this is summer I advice you to take mangoes| [person:michael m 4-4][person:tommy m 6-6]
tommy| What else can I take| [person:tommy m 3-3]
michael| Since you work out really hard It is good eat a banana before going gym| [person:tommy m 1-1][location:gym s 14-14]
tommy| Thank you so much How do you all these| [person:michael m 1-1][person:michael m 6-6]
