conv:people_2019082201_262:aug_0:chat_0:chataug_0| abigail lara| [person:abigail f 0-0][person:lara f 1-1]
cameron| Yes I know but I can t do this music better but you are all well practiced already So that only I am asking you| [person:cameron f 1-1][person:cameron f 4-4][person:shirley f 12-12][person:cameron f 21-21][person:shirley f 24-24]
shirley| Okay you know one thing We are going to invite lot of our friends today You are going to miss all of them| [person:cameron f 1-1][person:we g(shirley:cameron) 5-5][person:we g(shirley:cameron) 12-12][person:friends g() 13-13][person:cameron f 15-15][person:friends g() 22-22]
cameron| Okay you do one favor for me Please fix the meeting time later and I will come| [person:shirley f 1-1][person:cameron f 6-6][person:cameron f 14-14]
shirley| That s the nice idea I am so happy I will discuss with our friends about this Okay| [person:shirley f 5-5][person:shirley f 9-9][person:we g(shirley:cameron) 13-13][person:friends g() 14-14]
cameron| Thank you so much What is the planned location| [person:shirley f 1-1][location:location s 8-8]
shirley| Still no idea After this only we have to decide| [person:we g(shirley:cameron) 6-6]
cameron| Who are all come to the meeting|
shirley| We and our friends Stephanie Eve and Meredith are compulsory coming and we have to decide about other friends to invite| [person:we g(shirley:cameron) 0-0][person:we g(shirley:cameron) 2-2][person:friends g() 3-3][person:stephanie f 4-4][person:meredith f 7-7][person:we g(shirley:cameron) 12-12][person:friends g() 18-18]
cameron| That is okay You make a plan and I will joint with you| [person:shirley f 3-3][person:cameron f 8-8][person:shirley f 12-12]
shirley| Thanks and happy|

conv:people_2019090101_70:aug_0:chat_0:chataug_0| benjamin frank| [person:benjamin m 0-0][person:frank m 1-1]
benjamin| Paul and Pedro are visiting me after a long time| [person:paul m 0-0][person:pedro m 2-2][person:benjamin m 5-5]
frank| Great news and can have a great time|
benjamin| They need to watch the world series game at a bar| [person:they g(paul:pedro) 0-0][location:bar s 10-10]
frank| There is a bar nearby and what is the problem| [location:there s 0-0][location:bar s 3-3]
benjamin| If it is nearby it will good for them also as they wanted it in nearby location| [location:it s 1-1][location:bar s 4-4][location:bar s 13-13]
frank| Then it is fine wait for them to meet you| [person:they g(paul:pedro) 6-6][person:benjamin m 9-9]
benjamin| I want you also to join us| [person:benjamin m 0-0][person:frank m 2-2][person:us g(benjamin:frank) 6-6]
frank| Fine i will also join you all| [person:frank m 1-1][person:benjamin m 5-5]
benjamin| We all can enjoy the game and party together with great fun| [person:we g(benjamin:frank:paul:pedro) 0-0][location:party s 7-7]
frank| Yes it will be really great fun and i am eager now| [location:it s 1-1][person:frank m 8-8]

conv:people_2019090101_72:aug_0:chat_0:chataug_0| carl joshua| [person:carl m 0-0][person:joshua m 1-1]
joshua| hi Jordan and Albert are both on their way to the venue| [person:jordan m 1-1][person:albert m 3-3][person:their g(jordan:albert) 7-7]
carl| i need to get a pizza which i ordered| [person:carl m 0-0][person:carl m 7-7]
joshua| ok dont make it late carl| [location:it s 3-3][person:carl m 5-5]
carl| ya ill make it quick dont worry it is in the way of the venue| [location:it s 3-3][location:it s 7-7]
joshua| checks with Jordan and Albert in the meen time| [person:jordan m 2-2][person:albert m 4-4]
carl| picking joshua up and from his home| [person:joshua m 1-1][person:joshua m 5-5][location:home s 6-6]
joshua| he call carl to come home| [person:jordan m 0-0][person:carl m 2-2][location:home s 5-5]
carl| i picked joshua so you both come fast Jordan and Albert| [person:carl m 0-0][person:joshua m 2-2][person:joshua m 4-4][person:jordan m 8-8][person:albert m 10-10]
joshua| and gathered in the venu and took a selfi in the venue|
carl| i did some crazy things in the venu| [person:carl m 0-0]

conv:people_2019090101_74:aug_0:chat_0:chataug_0| ben scott| [person:ben m 0-0][person:scott m 1-1]
scott| Hi dear are you free now| [person:ben m 3-3]
ben| Yes dear Anything important|
scott| Do you remember that we with our roommates Clyde and Justin are decided to go to a movie today| [person:ben m 1-1][person:we g(scott:ben) 4-4][person:ben m 6-6][person:clyde m 8-8][person:justin m 10-10]
ben| Yes Yes I am getting ready to come there But I want to have a quick bite before the movie| [person:ben m 2-2][person:ben m 10-10]
scott| Where shall we go for a bite Already Clyde and Justin are on their way to theater| [person:scott m 2-2][person:clyde m 8-8][person:justin m 10-10][person:their g(scott:ben:clyde:justin) 13-13]
ben| Shall we go to nearby Ruchi restaurant| [person:we g(scott:ben) 1-1]
scott| I am not coming with you Let me do one thing I will talk with Clyde and Justin and ask any one to pick up you after bite| [person:we g(scott:ben) 0-0][person:ben m 5-5][person:scott m 7-7][person:scott m 11-11][person:clyde m 15-15][person:justin m 17-17][person:ben m 25-25]
ben| It is a good idea too|
scott| Let me talk with them and call you afterwards| [person:scott m 1-1][person:them g(clyde:justin) 4-4][person:ben m 7-7]
ben| Okay I am on the way to the restaurant now| [person:ben m 1-1]
scott| Dear I talked with both of them and Justin is ready to pick up you from the restaurant within 30 minutes| [person:scott m 1-1][person:them g(clyde:justin) 6-6][person:justin m 8-8][person:ben m 14-14]
ben| 30 minutes Okay It is enough for me I will be ready within 30 minutes after biting Bye| [person:ben m 7-7][person:ben m 8-8]
scott| Bye and be there on time Bye|

conv:people_2019090101_76:aug_0:chat_0:chataug_0| diane grace| [person:diane f 0-0][person:grace f 1-1]
diane| Hey Grace I had a question about Seattle for you| [person:diane f 1-1][person:diane f 2-2][location:seattle s 7-7][person:grace f 9-9]
grace| OK sure But you do know I m from Los Angeles right| [person:grace f 3-3][person:grace f 6-6][location:los_angeles s 9-10]
diane| Yeah but all people from LA know about Seattle because you watch Greys Anatomy| [location:los_angeles s 5-5][location:seattle s 8-8][person:grace f 10-10]
grace| Wild assumption but I can t deny it| [person:grace f 3-3]
diane| So I m going there with Lucy and Marie and we want to kind of just do fun stuff| [person:diane f 1-1][location:seattle s 4-4][person:grace f 6-6][person:diane f 8-8][person:grace f 10-10]
grace| Well what kind of things do you enjoy| [person:diane f 6-6]
diane| Well we love hot doctors and fish| [person:grace f 1-1]
grace| Perfect you can visit the hospital where Greys anatomy is filmed and then go eat at Fisherman s Wharf| [person:diane f 1-1][location:hospital s 5-5]
diane| Great I knew coming to an LA Native was a good choice when finding out about Seattle| [person:diane f 1-1][location:los_angeles s 6-6][location:seattle s 16-16]
grace| Sure I try my best have a good trip with the girls| [person:diane f 1-1][person:grace f 3-3][location:seattle s 8-8][person:grace f 11-11]

conv:people_2019090101_77:aug_0:chat_0:chataug_0| shane wilson| [person:shane m 0-0][person:wilson m 1-1]
shane| Hey Wilson how are ya| [person:wilson m 1-1]
wilson| Doing great Shane thanks for asking| [person:shane m 2-2]
shane| Love to hear it Hey do you want to grab breakfast next week| [person:wilson m 6-6]
wilson| I would love to is this gonna be a bromance breakfast or are we gonna invite other people| [person:wilson m 0-0][person:we g(shane:wilson) 13-13]
shane| As much as I love you bro let s bring Jane and Clyde along too| [person:shane m 3-3][person:wilson m 5-5][person:jane f 10-10][person:clyde m 12-12]
wilson| That would be great a nice gathering of my closest friends over breakfast what s not to love| [person:wilson m 8-8][person:friends g(jane:clyde) 10-10]
shane| Exactly So where do you think we should go I know most of us love American style breakfast| [location:where s 2-2][person:wilson m 4-4][person:we g(shane:wilson) 6-6][person:shane m 9-9][person:us g(shane:wilson) 13-13][location:american s 15-15]
wilson| Yeah I know Jane and Clyde are suckers for pancakes and I love me some bacon| [person:wilson m 1-1][person:jane f 3-3][person:clyde m 5-5][person:wilson m 11-11][person:wilson m 13-13]
shane| Great do you want to go to that American Style diner by your work downtown| [person:wilson m 2-2][location:american_style_diner s 8-10][person:wilson m 12-12][location:work_downtown s 13-14]
wilson| That sounds perfect let s say 7 am next Tuesday|
shane| OK I ll let Jane and Clyde know too See you then| [person:shane m 1-1][person:jane f 4-4][person:clyde m 6-6][person:wilson m 10-10]
wilson| See ya|

conv:people_2019090101_78:aug_0:chat_0:chataug_0| benjamin russell| [person:benjamin m 0-0][person:russell m 1-1]
russell| Hey Benjamin| [person:benjamin m 1-1]
benjamin| Hello Russell What is going on| [person:russell m 1-1]
russell| I was wondering if you wanted to get breakfast this weekend| [person:russell m 0-0][person:benjamin m 4-4]
benjamin| Yes that sounds like fun Is it okay if I invite Julia and Alan from work| [person:benjamin m 9-9][person:julia f 11-11][person:alan m 13-13]
russell| That sounds great|
benjamin| Great What place did you have in mind| [location:place s 2-2][person:russell m 4-4]
russell| I was thinking The Waffle House Would they like that| [person:russell m 0-0][location:the_waffle_house s 3-5][person:they g(julia:alan) 7-7]
benjamin| I like the Waffle House I don t know if Julia and Alan do or not| [person:benjamin m 0-0][location:the_waffle_house s 2-4][person:benjamin m 5-5][person:julia f 10-10][person:alan m 12-12]
russell| How about you call them and see| [person:russell m 2-2][person:them g(julia:alan) 4-4]
benjamin| Yes I can do that| [person:benjamin m 1-1]
russell| Will you just make the reservation The Waffle House for Sunday morning at 8 am| [person:benjamin m 1-1][location:the_waffle_house s 6-8]
benjamin| Yes I can do that| [person:benjamin m 1-1]

conv:people_2019090101_81:aug_0:chat_0:chataug_0| debra mary| [person:debra f 0-0][person:mary f 1-1]
mary| what should we all bring for the trip| [person:we g(mary:debra) 2-2][location:trip s 7-7]
debra| i was just thinking of bringing some water| [person:debra f 0-0]
mary| we re supposed to be having fun on it why only water| [person:we g(mary:debra) 0-0][location:trip s 8-8]
debra| yeah you re right maybe i ll bring some soda| [person:mary f 1-1][person:debra f 5-5]
mary| that s a lot better|
debra| maybe we should bring some snacks too| [person:we g(mary:debra) 1-1]
mary| we probably don t need too many we can just get some stuff to eat on the way| [person:we g(mary:debra) 0-0][person:we g(mary:debra) 7-7]
debra| good point we should bring some hygiene products| [person:we g(mary:debra) 2-2]
mary| yeah we should just bring an entire bag of them| [person:we g(mary:debra) 1-1]
debra| good point you can never have enough| [person:mary f 2-2]

conv:people_2019090101_82:aug_0:chat_0:chataug_0| megan pamela| [person:megan f 0-0][person:pamela f 1-1]
megan| Hey Pamela I got some news about lunch this week| [person:pamela f 1-1][person:megan f 2-2]
pamela| Oh man what s going on Megan| [person:megan f 6-6]
megan| Well I ran into Roger this morning and he said that they can t make it this week| [person:megan f 1-1][person:roger m 4-4][person:roger m 8-8][person:they g(roger) 11-11]
pamela| Aww shoot that stinks Are we still on for lunch| [person:we g(megan:pamela) 5-5]
megan| You and me Yeah of course What time would work best for you| [person:pamela f 0-0][person:megan f 2-2][person:pamela f 12-12]
pamela| Well Im free thursday and wednesday how about you| [person:megan f 8-8]
megan| Thursday works for me and we still wanna do lunch or would you like to do something else| [person:megan f 3-3][person:we g(megan:pamela) 5-5][person:pamela f 12-12]
pamela| Maybe we could go to lunch then head to do some sort of show or movie| [person:we g(megan:pamela) 1-1]
megan| Yeah that sounds awesome we could hit up the movie theater that s right by the sandwich place| [person:we g(megan:pamela) 4-4]
pamela| Great idea and matinees are always cheaper It ll be like we never missed them| [person:we g(megan:pamela) 11-11][person:them g(roger) 14-14]

conv:people_2019090101_83:aug_0:chat_0:chataug_0| doug emma| [person:doug m 0-0][person:emma f 1-1]
doug| I was going to hang out with my friends Cameron Anna and John this weekend Want to join us| [person:doug m 0-0][person:doug m 7-7][person:friends g() 8-8][person:cameron f 9-9][person:anna f 10-10][person:john m 12-12][person:us g(doug:cameron:anna:john) 18-18]
emma| I don t know I don t know any of them and I think I ll just end up feeling left out| [person:emma f 0-0][person:emma f 4-4][person:friends g(cameron:anna:john) 10-10][person:emma f 12-12][person:emma f 14-14]
doug| Nonsense This is your chance to get to know them| [person:emma f 3-3][person:friends g(cameron:anna:john) 9-9]
emma| Do I have anything in common with them| [person:emma f 1-1][person:friends g(cameron:anna:john) 7-7]
doug| Well you re friends with me that s a start| [person:emma f 1-1][person:friends g(doug:emma) 3-3][person:doug m 5-5]
emma| You know what I mean What would we talk about| [person:doug m 0-0][person:emma f 3-3][person:we g(doug:emma:cameron:anna:john) 7-7]
doug| They are big baseball fans like you and we re planning to have a cookout while listening to the game| [person:friends g(cameron:anna:john) 0-0][person:emma f 6-6][person:us g(doug:cameron:anna:john) 8-8][location:hang_out s 14-14]
