conv:chats_1127_159:aug_0:chat_0:chataug_0| aiden rusell| [person:aiden m 0-0][person:rusell m 1-1]
phillip| Well even I also want to spend time with them but we have a limited budget and we have to manage within it So you also need to think about that| [person:phillip m 2-2][person:family g(phillip) 9-9][person:we g(phillip:ricky) 11-11][person:we g(phillip:ricky) 17-17][person:ricky m 24-24]
ricky| Yeah we need to first decide where to visit I have thought of visiting a hill station As it s summer we can have a great time there with the snow| [person:we g(phillip:ricky) 1-1][person:ricky m 9-9][location:station s 16-16][person:we g(phillip:ricky) 21-21][location:station s 27-27]
phillip| Cool just now I was going through the cost of the tickets it s very high I think we need to change our destination| [person:phillip m 3-3][person:phillip m 16-16][person:we g(phillip:ricky) 18-18][person:we g(phillip:ricky) 22-22]
ricky| Wait let me check what is the matter if there is another way to plan the trip| [person:ricky m 2-2][location:trip s 16-16]
ricky| A few days back my siblings Monique and Julia went there in a cheaper package Let me ask them about the package and also the tour plan they followed| [person:ricky m 4-4][person:monique f 6-6][person:julia f 8-8][location:station s 10-10][person:ricky m 16-16][person:them g(monique:julia) 18-18][person:them g(monique:julia) 27-27]
phillip| Yeah sure if it is cheaper we can spend more time with our families| [location:station s 3-3][person:we g(phillip:ricky) 6-6][person:we g(phillip:ricky) 12-12]
ricky| Let me find the dates for the trip so that we can manage more time within our budget After I confirm the dates will you be able to book all the tickets and hotels| [person:ricky m 1-1][location:trip s 7-7][person:we g(phillip:ricky) 10-10][person:we g(phillip:ricky) 16-16][person:ricky m 19-19][person:phillip m 24-24][location:hotels g() 33-33]
phillip| Of course why not I can book the tickets as well as the hotels of your choice But don t you think it would be better if we sit together and do it| [person:phillip m 4-4][location:hotels g() 13-13][person:ricky m 15-15][person:ricky m 20-20][person:we g(phillip:ricky) 27-27]
ricky| Great let s meet at night after the office and execute the plans I am really excited that we are traveling for a long time| [location:office s 8-8][person:ricky m 13-13][person:we g(phillip:ricky) 18-18]
phillip| I will let you know after my office| [person:phillip m 0-0][person:ricky m 3-3][person:phillip m 6-6][location:office s 7-7]

conv:long_chats_0223_164:aug_0:chat_0:chataug_0| destiny lily| [person:destiny f 0-0][person:lily f 1-1]
destiny| I hope you remember that last week we planned to go to a shooting range| [person:destiny f 0-0][person:lily f 2-2][person:we g(destiny:lily) 7-7][location:shooting_range s 13-14]
lily| Yeah I remember Have you decided on the date and timings| [person:lily f 1-1][person:destiny f 4-4]
destiny| Yes we can visit this weekend but I was wondering what I have no experience with guns| [person:we g(destiny:lily) 1-1][person:destiny f 7-7][person:destiny f 11-11]
lily| Even I know nothing about guns as well as shooting So I don t know what to expect from it| [person:lily f 1-1][person:lily f 11-11]
destiny| Do you remember two of my friends Joseph and Ronnie I heard they are very familiar with guns| [person:lily f 1-1][person:destiny f 5-5][person:friends g() 6-6][person:joseph m 7-7][person:ronnie m 9-9][person:destiny f 10-10][person:friends g(joseph:ronnie) 12-12]
destiny| They also know how to handle almost every gun like experts| [person:friends g(joseph:ronnie) 0-0]
lily| Really They might have been visiting the places regularly and gathered a good knowledge of it| [person:friends g(joseph:ronnie) 1-1][location:places g() 7-7]
lily| Cool we can call them to join us They might help us to acquire the courage to handle the gun like them What do you suggest| [person:we g(destiny:lily) 1-1][person:friends g(joseph:ronnie) 4-4][person:we g(destiny:lily) 7-7][person:friends g(joseph:ronnie) 8-8][person:we g(destiny:lily) 11-11][person:destiny f 24-24]
destiny| Maybe you are right they will definitely help and would love to join us But what about if we try our own it would be more exciting| [person:lily f 1-1][person:friends g(joseph:ronnie) 4-4][person:we g(destiny:lily) 13-13][person:we g(destiny:lily) 18-18][person:we g(destiny:lily) 20-20]
lily| Are you saying that we need to conquer our fear of our own| [person:destiny f 1-1][person:we g(destiny:lily) 4-4][person:we g(destiny:lily) 8-8][person:we g(destiny:lily) 11-11]
lily| Well that is also a good idea but I am confused about it Anyways plan whatever is your wish| [person:lily f 8-8][person:destiny f 17-17]
destiny| Let s try for the first time if we have any issues we will take help from them afterward| [person:we g(destiny:lily) 8-8][person:we g(destiny:lily) 12-12][person:we g(destiny:lily) 17-17]
lily| Whatever may be the situation I am excited that we are trying something new of our own| [person:lily f 5-5][person:we g(destiny:lily) 9-9][person:we g(destiny:lily) 15-15]
destiny| Yeah you are right let s enjoy the first experience this weekend| [person:lily f 1-1]

conv:long_chats_0223_166:aug_0:chat_0:chataug_0| laura tina| [person:laura f 0-0][person:tina f 1-1]
tina| Hey Laura what are you doing this weekend| [person:laura f 1-1][person:laura f 4-4]
laura| Nothing special Tina Do you have anything in your mind| [person:tina f 2-2][person:tina f 4-4][person:tina f 8-8]
tina| Oh yeah I was planning on traveling to Miami Would you like to join| [person:tina f 2-2][location:miami s 8-8][person:laura f 10-10]
laura| Yeah sure That s a great idea I would love to join you| [person:laura f 7-7][person:tina f 12-12]
laura| Can you tell me the plan and who else are joining us| [person:tina f 1-1][person:laura f 3-3][person:us g(tina:laura) 11-11]
tina| Well I have not yet decided on any plans until now Tell me if you have anything in mind| [person:tina f 1-1][person:tina f 12-12][person:laura f 14-14]
tina| Jane and Christina are joining us as well| [person:jane f 0-0][person:christina f 2-2][person:us g(tina:laura) 5-5]
laura| I think it will be great to stay at a hostel| [person:laura f 0-0][location:hostel s 10-10]
tina| Well although it s a good idea they won t feel comfortable sharing rooms with strangers I think they won t like the idea| [person:they g(jane:christina) 7-7][person:tina f 16-16][person:they g(jane:christina) 18-18]
laura| Okay then it would be better to rent an entire apartment instead| [location:apartment s 10-10]
tina| I think that would be better for all of us| [person:tina f 0-0][person:us g(tina:laura:jane:christina) 9-9]
laura| Yes I have some friends over there they can rent some best apartments for us| [person:laura f 1-1][person:friends g() 4-4][location:miami s 6-6][person:friends g() 7-7][location:apartments g() 12-12][person:us g(tina:laura:jane:christina) 14-14]
tina| Let s start our journey early in the morning Do you have any issues| [person:us g(tina:laura:jane:christina) 3-3][person:laura f 10-10]
laura| No it would be great I hope we will have a great trip| [person:laura f 5-5][person:us g(tina:laura:jane:christina) 7-7][location:miami s 12-12]

conv:long_chats_0223_167:aug_0:chat_0:chataug_0| kayla leila| [person:kayla f 0-0][person:leila f 1-1]
leila| Hey Kayla Do you have any costume ideas for upcoming Carnival festival| [person:kayla f 1-1][person:kayla f 3-3]
kayla| No I haven t thought about it Even I was about to ask you| [person:kayla f 1-1][person:kayla f 8-8][person:leila f 13-13]
leila| Okay What about Paul and Fabrice Do you have any idea about them| [person:paul m 3-3][person:fabrice f 5-5][person:kayla f 7-7][person:pf g(paul:fabrice) 12-12]
kayla| Yeah yesterday I asked them they said that they already decide to dress up like cactus| [person:kayla f 2-2][person:pf g(paul:fabrice) 4-4][person:pf g(paul:fabrice) 5-5][person:pf g(paul:fabrice) 8-8]
leila| Really where did they got such a ranson idea| [person:pf g(paul:fabrice) 3-3]
kayla| I also had the same query they replied its from maskworld com| [person:kayla f 0-0][person:pf g(paul:fabrice) 6-6]
leila| Okay I am not able to pick the costume as it is part of a particular theme| [person:leila f 1-1]
leila| What about you What kind of costume are you looking for| [person:kayla f 2-2][person:kayla f 8-8]
kayla| Well I really want to think in a different way| [person:kayla f 1-1]
kayla| I am looking for a very unique and interesting one that people might not have thought of| [person:kayla f 0-0]
leila| Okay that seems to be interesting Shall we go in a group costume| [person:we g(leila:kayla) 7-7]
kayla| I don t have any issue with it but we need to decide that as soon as possible| [person:kayla f 0-0][person:we g(leila:kayla) 9-9]
kayla| Accordingly we have to select costumes for us| [person:we g(leila:kayla) 1-1][person:we g(leila:kayla) 7-7]
leila| Yeah I know you will select best costume I am eagerly waiting for that| [person:leila f 1-1][person:kayla f 3-3][person:leila f 8-8]

conv:long_chats_0223_169:aug_0:chat_0:chataug_0| elliott stuart| [person:elliott m 0-0][person:stuart m 1-1]
stuart| Hey Elliott Are you attending to the Halloween party this weekend| [person:elliott m 1-1][person:elliott m 3-3]
elliott| Yes Stuart I m attending the Halloween party this weekend| [person:stuart m 1-1][person:elliott m 2-2]
elliott| But I m confused about the Halloween costume Do you have any suggestions in your mind| [person:elliott m 1-1][person:stuart m 9-9][person:stuart m 14-14]
stuart| I want to attend the party in Spiderman costume| [person:stuart m 0-0]
elliott| Spiderman costume is good but I think it will be a great fun if we do a group costume| [person:elliott m 5-5][person:we g(stuart:elliott) 14-14]
elliott| We will have more options if we include Heather and Hannah in our plan| [person:we g(stuart:elliott) 0-0][person:we g(stuart:elliott) 6-6][person:heather f 8-8][person:hannah f 10-10][person:we g(stuart:elliott) 12-12]
stuart| I am afraid that won t be happening| [person:stuart m 0-0]
stuart| Because both the girls have already picked out their costumes and they will not change their costumes for any reason| [person:girls g(heather:hannah) 3-3][person:girls g(heather:hannah) 8-8][person:girls g(heather:hannah) 11-11][person:girls g(heather:hannah) 15-15]
elliott| What are they both planning to go as in the Halloween party| [person:girls g(heather:hannah) 2-2]
stuart| They both are planning to go as Disney princess| [person:girls g(heather:hannah) 0-0]
elliott| Okay then we don t have any other options left so let s wear a Spiderman costume| [person:we g(stuart:elliott) 2-2]
stuart| That s a good idea I will have a company too| [person:stuart m 5-5]
elliott| Okay let s go and pick the costumes from the store|
stuart| Yeah sure Let s go and buy the costumes for the party|

conv:long_chats_0223_173:aug_0:chat_0:chataug_0| cole mary| [person:cole m 0-0][person:mary f 1-1]
mary| Hey Cole have you got the news about Alex| [person:cole m 1-1][person:cole m 3-3][person:alex m 8-8]
cole| Yes I am very happy as he completed his graduation| [person:cole m 1-1][person:alex m 6-6][person:alex m 8-8]
cole| I want to give him a surprise party and celebrate his success| [person:cole m 0-0][person:alex m 4-4][person:alex m 10-10]
mary| Great have you thought of any venue for the party| [person:cole m 2-2][location:venue s 6-6]
cole| Yes but I don t want to let him know about the surprise| [person:cole m 2-2][person:alex m 8-8]
mary| So is there any place in your mind that is appropriate for the party| [location:place s 4-4][person:cole m 6-6]
cole| I am planning to give the party at his favorite restaurant| [person:cole m 0-0][person:alex m 8-8][location:place s 10-10]
mary| I think we should not waste all the money on it In spite we can save some money for the gift| [person:mary f 0-0][person:we g(mary:cole) 2-2][person:we g(mary:cole) 13-13]
cole| Yeah that s a great idea I didn t even think to buy a gift for him| [person:cole m 6-6][person:alex m 16-16]
mary| I think we should also inform Emily She might help us with some ideas| [person:mary f 0-0][person:we g(mary:cole) 2-2][person:emily f 6-6][person:emily f 7-7][person:we g(mary:cole) 10-10]
cole| Yeah as Emily is his girlfriend she can help us in selecting a gift for him| [person:emily f 2-2][person:alex m 4-4][person:emily f 5-5][person:emily f 6-6][person:we g(mary:cole) 9-9][person:alex m 15-15]
mary| Let me invite Emily to the party and we both will buy a gift for him| [person:mary f 1-1][person:emily f 3-3][person:we g(mary:cole) 8-8][person:alex m 15-15]
cole| Okay I will meet you in an hour and discuss the plans in detail| [person:cole m 1-1][person:mary f 4-4]
mary| Fine I will let you know about Emily| [person:mary f 1-1][person:cole m 4-4][person:emily f 7-7]
