conv:long_chats_0223_199:aug_0:chat_0:chataug_0| lilly sheila| [person:lilly f 0-0][person:sheila f 1-1]
maddie| Hi Gerald Where are you now When will you reach home today| [person:gerald m 1-1][person:gerald m 4-4][person:gerald m 8-8][location:home s 10-10]
gerald| Hello Maddie I am in the office still I will be reaching home by 800pm today| [person:maddie f 1-1][person:gerald m 2-2][location:office s 6-6][person:gerald m 8-8][location:home s 12-12]
maddie| Okay Did you bought anything for our son Khalil for the christmas| [person:gerald m 2-2][person:our g(maddie:gerald) 6-6][person:khalil m 7-7][person:khalil m 8-8]
gerald| No but I am thinking to buy candies and chocolate for him this time| [person:gerald m 2-2][person:khalil m 11-11]
maddie| No need because I had bought already and also it is very unhealthy too| [person:maddie f 3-3]
gerald| Okay Then suggest me What should I want to buy for him| [person:gerald m 3-3][person:gerald m 6-6][person:khalil m 11-11]
maddie| Let me suggest you to buy a new winter jacket for him| [person:maddie f 1-1][person:gerald m 3-3][person:khalil m 11-11]
gerald| Wow That was great idea I will ask a suggestion with Anne| [person:gerald m 5-5][person:anne f 11-11]
maddie| Yeah You are right as a sales representative she will recommend a good one for our child| [person:maddie f 1-1][person:anne f 8-8][person:our g(maddie:gerald) 15-15]
gerald| Okay I will ask her and I will buy it while I am returning home today| [person:gerald m 1-1][person:anne f 4-4][person:gerald m 6-6][person:gerald m 11-11][location:home s 14-14]

conv:people_chats_04182020_50:aug_0:chat_0:chataug_0| jacob tom| [person:jacob m 0-0][person:tom m 1-1]
tom| Hey Jacob I wanted to know what to look forward to in Florida| [person:jacob m 1-1][person:tom m 2-2][location:florida s 12-12]
jacob| Hey Tom When are you coming to Florida There are many places to visit in Florida| [person:tom m 1-1][person:tom m 4-4][location:florida s 7-7][location:florida s 8-8][location:places g() 11-11][location:florida s 15-15]
tom| Gabriel and me are planning to come to Florida I wanted to know what requirements do we need| [person:gabriel m 0-0][person:tom m 2-2][location:florida s 8-8][person:tom m 9-9][person:we g(tom:gabriel) 16-16]
jacob| That s Nice Get some of your clothes and daily needs| [person:tom m 6-6]
tom| I wanted to know particularly as Gabriel is very particular about the planning and packing everything he needs For the daily basis| [person:tom m 0-0][person:gabriel m 6-6][person:gabriel m 16-16]
jacob| Get him the daily basic requirements After all we have everything to live and enjoy| [person:gabriel m 1-1][person:we g(tom:jacob) 8-8]
tom| Okay What do you say about Brandon How well he is living there| [person:jacob m 3-3][person:brandon m 6-6][person:brandon m 9-9][location:florida s 12-12]
jacob| Brandon was quite good after coming here He just changed his Lifestyle| [person:brandon m 0-0][location:here u 6-6][person:brandon m 7-7][person:brandon m 10-10]
tom| People change according to the place Good to hear from you I think he like the place there| [location:place s 5-5][person:jacob m 10-10][person:tom m 11-11][person:brandon m 13-13][location:place s 16-16][location:florida s 17-17]
jacob| Yes Tom That was very peaceful place to live in Florida| [person:tom m 1-1][location:place s 6-6][location:florida s 10-10]

conv:people_chats_04182020_51:aug_0:chat_0:chataug_0| chloe sophia| [person:chloe f 0-0][person:sophia f 1-1]
chloe| Hey Sophia we have to plan the retirement party for our coworkers Tina and Christian suggest me some ideas| [person:sophia f 1-1][person:planners g(chloe:sophia) 2-2][person:planners g(chloe:sophia) 10-10][person:tina f 12-12][person:christian m 14-14][person:chloe f 16-16]
sophia| Yeah I know even I m thinking that what can be done for the retirement party I was thinking that a cake cutting would be a good idea What do you think| [person:sophia f 1-1][person:sophia f 4-4][person:sophia f 16-16][person:chloe f 30-30]
chloe| Yeah besides cutting the cake we have to plan something new which mesmerizes them| [person:planners g(chloe:sophia) 5-5][person:coworkers g(tina:christian) 13-13]
sophia| Okay so what else shall we do in order to make Tina and Christian happy on the retirement party| [person:planners g(chloe:sophia) 5-5][person:tina f 11-11][person:christian m 13-13]
chloe| We can try something different like presenting them some of the bonsai plants| [person:planners g(chloe:sophia) 0-0][person:coworkers g(tina:christian) 7-7]
sophia| Yeah that s a good idea and we can also have a speech about them in the party that would really make them feel special what do you think| [person:planners g(chloe:sophia) 7-7][person:coworkers g(tina:christian) 14-14][person:coworkers g(tina:christian) 22-22][person:chloe f 27-27]
chloe| Yes even I thought that And I think this idea is good to proceed with the retirement| [person:chloe f 2-2][person:chloe f 6-6]
sophia| okay planning about the retirement party is done and now let us start with the execution part| [person:planners g(chloe:sophia) 11-11]
chloe| Sure I will take care of Bonsai plants and the cake Will meet at the party| [person:chloe f 1-1]
sophia| Done I will look after the decoration part and will make sure everything goes well| [person:sophia f 1-1]

conv:people_chats_04182020_52:aug_0:chat_0:chataug_0| kim sydney| [person:kim f 0-0][person:sydney f 1-1]
sydney| Hey Kim I am attending the department group lunch| [person:kim f 1-1][person:sydney f 2-2]
kim| Wow How the lunch is going on and who are all there|
sydney| Here lunch is very good and all the our friends and newly joined people are there| [person:us g(sydney:kim) 8-8][person:friends g() 9-9]
kim| It s nice to hear I wish I would join you for the lunch| [person:kim f 5-5][person:kim f 7-7][person:lunch_group g(sydney:kim) 10-10]
sydney| You know I noticed my coworker Natalie left without washing her hands from the restroom| [person:kim f 0-0][person:sydney f 2-2][person:sydney f 4-4][person:natalie f 5-5][person:natalie f 6-6][person:natalie f 10-10][location:restroom s 14-14]
kim| Is it Yeah even I heard a similar story about Natalie from Laura| [person:kim f 4-4][person:natalie f 10-10][person:laura f 12-12]
sydney| Oh I am very curious to hear more about Natalie Do you know the details about the story| [person:sydney f 1-1][person:natalie f 9-9][person:kim f 11-11]
kim| Yeah I know many more but I will tell you some other time| [person:kim f 1-1][person:kim f 6-6][person:sydney f 9-9]
sydney| Okay fine We shall meet at your house today in the evening| [person:us g(sydney:kim) 2-2][person:kim f 6-6][location:house s 7-7]
kim| Okay fine come after 600 pm I will be in the house| [person:kim f 6-6]

conv:people_chats_04182020_53:aug_0:chat_0:chataug_0| kenneth steve| [person:kenneth m 0-0][person:steve m 1-1]
kenneth| Hey Steve Any plans for Virginia s baby shower| [person:steve m 1-1][person:virginia f 5-5]
steve| Don t you just say any small plan for I have bought a whole bunch of things for her| [person:kenneth m 2-2][person:steve m 9-9][person:virginia f 18-18]
kenneth| Strange if it is coming from your end By the way I am eager to hear you out| [person:steve m 6-6][person:kenneth m 11-11][person:steve m 16-16]
steve| To start with I have bought this little personalized baby house which is not as a small as you think| [person:steve m 3-3][person:kenneth m 18-18]
kenneth| Do you mean are you gifting her a palatial home| [person:steve m 1-1][person:steve m 4-4][person:virginia f 6-6]
steve| Well that s not all As we are talking a new Ferrari is on it s way to their home| [person:we g(steve:virginia) 6-6][person:their g(virginia) 18-18][location:home s 19-19]
kenneth| You are crazy Is it for the baby or you trying to charm Edward s wife| [person:steve m 0-0][person:steve m 9-9][person:edward m 13-13][person:virginia f 15-15]
steve| I told Edward something about my plans He liked the idea of Ferrari I think Virginia will love it| [person:steve m 0-0][person:edward m 2-2][person:steve m 5-5][person:edward m 7-7][person:steve m 13-13][person:virginia f 15-15]
kenneth| You are the show stopper Steve It seems your gifts are very expensive but at the same time they will make this moment special| [person:steve m 0-0][person:steve m 5-5][person:steve m 8-8][person:their g(virginia:edward) 18-18]
steve| How about we hit their place together and surprise the couple Virginia will be happy to see| [person:we g(kenneth:steve) 2-2][person:their g(virginia:edward) 4-4][location:place s 5-5][person:virginia f 11-11]

conv:people_chats_04182020_55:aug_0:chat_0:chataug_0| nancy samantha| [person:nancy f 0-0][person:samantha f 1-1]
samantha| Hey Nancy What about girls night| [person:nancy f 1-1][person:girls g(samantha:nancy) 4-4]
nancy| Yes Sam I am ready for the night in| [person:samantha f 1-1][person:nancy f 2-2]
samantha| Okay Nancy We will cook different types of dishes and have fun with loud upbeat music| [person:nancy f 1-1][person:girls g(samantha:nancy) 2-2]
nancy| Yeah That s good Sam We have a problem with Lara| [person:samantha f 4-4][person:girls g(samantha:nancy) 5-5][person:lara f 10-10]
samantha| That s not a problem Nancy We will invite Lara also so that we can have a good company for the night in| [person:nancy f 5-5][person:girls g(samantha:nancy) 6-6][person:lara f 9-9][person:girls g(samantha:nancy) 13-13]
nancy| I don t think Lara will accept our invitation| [person:nancy f 0-0][person:lara f 4-4][person:girls g(samantha:nancy) 7-7]
samantha| We would convince Lara so that we will not have any problem| [person:girls g(samantha:nancy) 0-0][person:lara f 3-3][person:girls g(samantha:nancy) 6-6]
nancy| Okay Sam We will convince her| [person:samantha f 1-1][person:girls g(samantha:nancy) 2-2][person:lara f 5-5]
nancy| Let us make her enjoy our company| [person:girls g(samantha:nancy) 1-1][person:lara f 3-3][person:girls g(samantha:nancy) 5-5]
samantha| Okay Nancy Get ready for the night in| [person:nancy f 1-1]

conv:people_chats_04182020_56:aug_0:chat_0:chataug_0| clyde rose| [person:clyde m 0-0][person:rose f 1-1]
clyde| Hey Rose What are your plans for this long weekend we have five holidays and I can take two more if it s required Let s plan something| [person:rose f 1-1][person:rose f 4-4][person:we g(clyde:rose) 10-10][person:clyde m 15-15]
rose| Its my long time dream to visit Hawaii and spend some time there But I am confused about what mom and dad feels about this| [person:rose f 1-1][location:hawaii s 7-7][location:hawaii s 12-12][person:rose f 14-14][person:mom f 19-19][person:dad m 21-21]
clyde| Wow that s sound like a perfect destination for this plan Even I wanted to visit Hawaii and I m sure Mom also likes it Not sure about dad though| [person:clyde m 12-12][location:hawaii s 16-16][person:clyde m 18-18][person:mom f 21-21][location:hawaii s 24-24][person:dad m 28-28]
rose| Dad always mentions about Casino s in LA What do you think about that Can we cover both places Do you have something in your mind| [person:dad m 0-0][location:casino s 4-4][location:la s 7-7][person:clyde m 10-10][person:we g(clyde:rose:mom:dad) 15-15][person:clyde m 20-20][person:clyde m 24-24]
clyde| LA is very costly and also I don t think mom enjoys being at casino s I just saw the flight tickets it s really expensive We will just stick to one place| [location:la s 0-0][person:clyde m 6-6][person:mom f 10-10][location:casino s 14-14][person:clyde m 16-16][person:we g(clyde:rose:mom:dad) 26-26][location:place s 32-32]
rose| Then its your call I would like to be in the safer side I am happy about anywhere Just ask their preferences too| [person:clyde m 2-2][person:rose f 4-4][person:rose f 13-13][person:their g(mom:dad) 20-20]
clyde| Lahaina is really famous for shopping and since it s near to Hawaii I feel dad will agree We can also cover popular islands| [location:hawaii s 12-12][person:clyde m 13-13][person:dad m 15-15][person:we g(clyde:rose:mom:dad) 18-18][location:islands g() 23-23]
rose| Sounds good I too have lots of shopping to be done It would be wise if we go and ask their opinion on this| [person:rose f 2-2][person:we g(clyde:rose) 16-16][person:their g(mom:dad) 20-20]
clyde| I already called Mom She agrees to it and eventually dad also agrees I will book flight tickets and you please check nice hotels in the city| [person:clyde m 0-0][person:mom f 3-3][person:mom f 4-4][person:dad m 10-10][person:clyde m 13-13][person:rose f 19-19][location:hotels g() 23-23][location:city s 26-26]
rose| Don t worry anything about stay I have already taken care of it I got to go now Just try to know their thoughts on this trip They should never miss anything| [person:rose f 6-6][person:rose f 13-13][person:we g(clyde:rose:mom:dad) 22-22][person:their g(mom:dad) 27-27]

conv:people_chats_04182020_58:aug_0:chat_0:chataug_0| andrew edwin| [person:andrew m 0-0][person:edwin m 1-1]
andrew| Hey Edwin Is everything ready for the staff party| [person:edwin m 1-1]
edwin| Yes Andrew but we didn t decide about the cake| [person:andrew m 1-1][person:we g(andrew:edwin) 3-3]
andrew| What type of cake should we buy| [person:we g(andrew:edwin) 5-5]
edwin| Can you ask Austin what type of cake he would like| [person:andrew m 1-1][person:austin m 3-3][person:austin m 8-8]
andrew| Yeah I asked him and he said that ice cream cake is his favorite| [person:andrew m 1-1][person:austin m 3-3][person:austin m 5-5][person:austin m 12-12]
